date,home,away,actual,model_prob_home,model_prob_draw,model_prob_away,implied_prob_home,implied_prob_draw,implied_prob_away,log_loss,flagged_value,flagged_side,edge,pnl,home_known,away_known
2021-11-28,Brentford,Everton,H,0.40879378294827595,0.26501931952842794,0.3261868975232962,0.42285270112708895,0.29731830547998445,0.27982899339292655,0.8945444482604485,False,,0.046357904130369665,,True,True
2021-11-28,Leicester,Watford,H,0.6148807295633928,0.202964551008024,0.18215471942858308,0.5898914063547392,0.23743129105778257,0.17267730258747824,0.4863269656528528,False,,0.024989323208653547,,True,True
2021-11-30,Newcastle,Norwich,D,0.6382690253034118,0.21952142130754246,0.14220955338904556,0.48611111111111116,0.2708333333333333,0.24305555555555558,1.5163054598503143,True,H,0.15215791419230063,-1.0,True,True
2021-11-30,Leeds,Crystal Palace,H,0.4869327633690062,0.24889461985223268,0.2641726167787612,0.3956834532374101,0.2877697841726619,0.31654676258992803,0.7196292283284242,True,H,0.0912493101315961,1.4,True,True
2021-12-01,Southampton,Leicester,D,0.2720543225032193,0.23530292152458004,0.49264275597220053,0.39953225492106803,0.27054041261798034,0.32992733246095163,1.4468815671568394,True,A,0.1627154235112489,-1.0,True,True
2021-12-01,Wolves,Burnley,D,0.4217369355035399,0.31064661394940446,0.2676164505470555,0.511293669135136,0.2702552251142862,0.21845110575057775,1.1690993024210885,False,,0.04916534479647777,,True,True
2021-12-01,West Ham,Brighton,D,0.5146279802717812,0.2627101262134164,0.22266189351480214,0.4866595517609392,0.26360725720384204,0.24973319103521877,1.3367040363513378,False,,0.027968428510842025,,True,True
2021-12-01,Aston Villa,Man City,A,0.11035558924040054,0.1772653600084188,0.7123790507511805,0.10547184773988898,0.18080888183980967,0.7137192704203014,0.3391451345807356,False,,0.00488374150051156,,True,True
2021-12-01,Everton,Liverpool,A,0.15856570432370942,0.20710134354236337,0.6343329521339272,0.12589262099973555,0.17984660142819361,0.6942607775720709,0.45518130129921663,False,,0.03267308332397387,,True,True
2021-12-01,Watford,Chelsea,A,0.12956967712639164,0.19719109788895936,0.673239224984649,0.0943657103352921,0.17974421016246114,0.7258900795022469,0.3956545518973001,False,,0.035203966791099536,,True,True
2021-12-02,Tottenham,Brentford,H,0.5175603681570106,0.23843685217699964,0.24400277966598968,0.5932203389830508,0.22598870056497172,0.18079096045197737,0.658629107202598,True,A,0.06321181921401231,-1.0,True,True
2021-12-02,Man United,Arsenal,H,0.4748000898688926,0.25031518797908364,0.2748847221520238,0.4901960784313726,0.2549019607843137,0.2549019607843137,0.7448614269692776,False,,0.0199827613677101,,True,True
2021-12-04,Southampton,Brighton,D,0.3622150427435963,0.2953289656985371,0.34245599155786677,0.3872529245663574,0.2964905203711174,0.3162565550625252,1.21966540598566,False,,0.026199436495341566,,True,True
2021-12-04,West Ham,Chelsea,H,0.2661642969642952,0.25587082275378487,0.47796488028192013,0.19865983445013796,0.2621206148994876,0.5392195506503745,1.3236415031119748,True,H,0.06750446251415726,3.75,True,True
2021-12-04,Wolves,Liverpool,A,0.1525362455750453,0.23625911906198976,0.6112046353629648,0.11906893464637423,0.20053715308863027,0.6803939122649956,0.4923234571223206,False,,0.0357219659733595,,True,True
2021-12-04,Newcastle,Burnley,H,0.37111507127430976,0.27750110118955423,0.35138382753613595,0.41395531164249316,0.2885143081144649,0.2975303802430419,0.9912430993061067,True,A,0.05385344729309405,-1.0,True,True
2021-12-04,Watford,Man City,A,0.06888465778935024,0.13308714018856066,0.798028202022089,0.07865168539325842,0.1348314606741573,0.7865168539325843,0.22561134127699167,False,,0.011511348089504714,,True,True
2021-12-05,Leeds,Brentford,D,0.4426378370675721,0.2659766850784868,0.29138547785394137,0.4866595517609392,0.26360725720384204,0.24973319103521877,1.3243466241228075,False,,0.0416522868187226,,True,True
2021-12-05,Tottenham,Norwich,H,0.7752666306612497,0.15993169919586672,0.06480167014288357,0.6983240223463686,0.18994413407821228,0.11173184357541899,0.2545482692339273,True,H,0.07694260831488109,0.3600000000000001,True,True
2021-12-05,Aston Villa,Leicester,H,0.33079497186140977,0.2408836259667474,0.4283214021718428,0.40208136234626296,0.28027436140018924,0.3176442762535478,1.1062565158834,True,A,0.11067712591829498,-1.0,True,True
2021-12-05,Man United,Crystal Palace,H,0.650178823999984,0.2004032835382264,0.14941789246178966,0.6340391980175715,0.2196440639783735,0.14631673800405498,0.4305078400831998,False,,0.016139625982412475,,True,True
2021-12-06,Everton,Arsenal,H,0.28284057433310456,0.27914245433468554,0.4380169713322102,0.2785145888594165,0.27055702917771884,0.4509283819628648,1.2628718816545208,False,,0.008585425156966697,,True,True
2021-12-10,Brentford,Watford,H,0.4851434919649147,0.25160091969878645,0.26325558833629875,0.42307692307692313,0.2884615384615385,0.2884615384615385,0.7233105720810371,True,H,0.06206656888799156,1.25,True,True
2021-12-11,Liverpool,Aston Villa,H,0.715346605413059,0.16971614735804738,0.11493724722889352,0.7913043478260869,0.13565217391304346,0.07304347826086957,0.3349880909321975,False,,0.04189376896802395,,True,True
2021-12-11,Chelsea,Leeds,H,0.6173402721760086,0.22368113498170683,0.15897859284228444,0.7566826593557231,0.1644962302947224,0.07882111034955448,0.4823349124813588,True,A,0.08015748249272996,-1.0,True,True
2021-12-11,Arsenal,Southampton,H,0.5539547483152716,0.24435572064270958,0.20168953104201884,0.5898914063547392,0.23743129105778257,0.17267730258747824,0.5906722773123754,False,,0.0290122284545406,,True,True
2021-12-11,Man City,Wolves,H,0.7236880683788529,0.19241109191655917,0.08390083970458778,0.8316008316008316,0.1185031185031185,0.04989604989604989,0.32339482421729054,True,D,0.07390797341344067,-1.0,True,True
2021-12-11,Norwich,Man United,A,0.065735777196817,0.14899859404356586,0.7852656287596169,0.13544369486248053,0.21069019200830302,0.6538661131292164,0.24173323785202794,True,A,0.13139951563040053,0.44999999999999996,True,True
2021-12-12,Leicester,Newcastle,H,0.6297883286397389,0.19437299359900184,0.1758386777612594,0.5700111221682376,0.23078499092665228,0.19920388690511034,0.46237150233872565,True,H,0.05977720647150131,0.6599999999999999,True,True
2021-12-12,Crystal Palace,Everton,H,0.35707862503043775,0.2827524355968476,0.3601689393727146,0.41395531164249316,0.2975303802430419,0.2885143081144649,1.0297992832708678,True,A,0.07165463125824972,-1.0,True,True
2021-12-12,Burnley,West Ham,D,0.24629739889785263,0.26176272916189086,0.4919398719402567,0.2631578947368421,0.2631578947368421,0.47368421052631576,1.3403167994229521,False,,0.018255661413940916,,True,True
2021-12-14,Norwich,Aston Villa,A,0.13647600483390196,0.23443167280197486,0.6290923223641232,0.28846153846153844,0.28846153846153844,0.423076923076923,0.46347725663875006,True,A,0.20601539928720014,1.25,True,True
2021-12-14,Man City,Leeds,H,0.746601607711226,0.16286857964302737,0.09052981264574671,0.8263659342796034,0.11083025471514679,0.06280381100524984,0.2922235591270287,True,D,0.052038324927880575,-1.0,True,True
2021-12-15,Brighton,Wolves,A,0.3466303635461287,0.35373695245183917,0.2996326840020319,0.4221789883268483,0.3064202334630351,0.27140077821011677,1.2051979411595737,False,,0.047316718988804074,,True,True
2021-12-15,Crystal Palace,Southampton,D,0.4266280990438699,0.2654347105515499,0.30793719040458023,0.44134505158578524,0.28754298815437523,0.2711119602598395,1.326386379834881,False,,0.036825230144740706,,True,True
2021-12-15,Arsenal,West Ham,H,0.41013464477293793,0.26008665215398824,0.3297787030730742,0.45051194539249145,0.2627986348122867,0.2866894197952219,0.8912697713106653,False,,0.04308928327785233,,True,True
2021-12-16,Liverpool,Newcastle,H,0.8247467270486823,0.11476538942425776,0.060487883527059895,0.8450286617908678,0.10515912235619687,0.04981221585293536,0.19267893729758917,False,,0.010675667674124534,,True,True
2021-12-16,Chelsea,Everton,D,0.6659916409464874,0.20220602783624575,0.13180233121726662,0.78031212484994,0.14645858343337334,0.07322929171668667,1.5984681615827154,True,A,0.058573039500579946,-1.0,True,True
2021-12-18,Leeds,Arsenal,A,0.3145730790857904,0.256196382736883,0.4292305381773265,0.24053128566981427,0.24686105634533564,0.51260765798485,0.8457611193650133,True,H,0.07404179341597614,-1.0,True,True
2021-12-19,Tottenham,Liverpool,D,0.2439701456406062,0.23495899296452524,0.5210708613948686,0.18061509785647717,0.1996272134203169,0.619757688723206,1.4483442780878264,True,H,0.06335504778412904,-1.0,True,True
2021-12-19,Wolves,Chelsea,D,0.19718937903890438,0.2837564103744213,0.5190542105866744,0.13636363636363638,0.2272727272727273,0.6363636363636365,1.2596391188137952,True,H,0.060825742675267996,-1.0,True,True
2021-12-19,Newcastle,Man City,A,0.06308046615559197,0.12482822609403295,0.812091307750375,0.07272577861779932,0.12605801627085214,0.8012162051113485,0.20814249717381592,False,,0.010875102639026468,,True,True
2021-12-26,Tottenham,Crystal Palace,H,0.5773265230712603,0.23298758993974147,0.1896858869889983,0.5510440835266821,0.24941995359628769,0.19953596287703013,0.5493472746633867,False,,0.026282439544578207,,True,True
2021-12-26,Man City,Leicester,H,0.7408314514459438,0.15478686756163024,0.104381680992426,0.8012162051113485,0.12605801627085214,0.07272577861779932,0.29998214049586064,False,,0.03165590237462668,,True,True
2021-12-26,Aston Villa,Chelsea,A,0.22092141639841,0.24403902792283397,0.5350395556787562,0.1797462911201892,0.24833369167920874,0.571920017200602,0.6254145989711083,False,,0.041175125278220814,,True,True
2021-12-26,West Ham,Southampton,A,0.6071492173121088,0.21189837775901477,0.18095240492887632,0.5290697674418605,0.24418604651162792,0.22674418604651161,1.7095212384894067,True,H,0.07807944987024829,-1.0,True,True
2021-12-26,Norwich,Arsenal,A,0.08923554468308637,0.20846976162589917,0.7022946936910144,0.11906893464637423,0.20053715308863027,0.6803939122649956,0.3534021714615193,False,,0.02190078142601881,,True,True
2021-12-26,Brighton,Brentford,H,0.3679871948217593,0.3002156135366968,0.3317971916415442,0.4972144846796657,0.27785515320334264,0.22493036211699163,0.9997071380986265,True,A,0.10686682952455256,-1.0,True,True
2021-12-27,Newcastle,Man United,D,0.17711804551277827,0.20343549987728995,0.6194464546099318,0.14530005310674457,0.19883165161975572,0.6558682952734998,1.5924062782599484,False,,0.031817992406033696,,True,True
2021-12-28,Watford,West Ham,A,0.23111017485066715,0.2224909697453659,0.5463988554039668,0.28062360801781744,0.26503340757238314,0.4543429844097996,0.6044060655228335,True,A,0.09205587099416723,1.1,True,True
2021-12-28,Crystal Palace,Norwich,H,0.6512468030261402,0.23457749195378796,0.11417570502007181,0.5747126436781609,0.2528735632183908,0.17241379310344826,0.42886659490758416,True,H,0.07653415934797936,0.6499999999999999,True,True
2021-12-28,Leicester,Liverpool,H,0.22871155456696574,0.21077306083334438,0.56051538459969,0.11806956662093454,0.17173755144863206,0.7101928819304333,1.4752936564182422,True,H,0.1106419879460312,7.0,True,True
2021-12-28,Southampton,Tottenham,D,0.24515786616171442,0.24363359204145757,0.511208541796828,0.25339366515837103,0.27149321266968324,0.4751131221719457,1.4120898542895532,False,,0.036095419624882275,,True,True
2021-12-29,Chelsea,Brighton,D,0.611007637447321,0.2475097954189975,0.14148256713368149,0.6676557863501484,0.20771513353115725,0.12462908011869436,1.3963051203060637,False,,0.039794661887840255,,True,True
2021-12-29,Brentford,Man City,A,0.08986254323756812,0.15699957460565078,0.753137882156781,0.04989604989604989,0.1185031185031185,0.8316008316008316,0.2835069575109406,False,,0.03996649334151823,,True,True
2021-12-30,Man United,Burnley,H,0.6303320620023052,0.2224246122437976,0.14724332575389704,0.7026858213616489,0.19113054341036853,0.10618363522798249,0.4615085159124295,False,,0.041059690525914544,,True,True
2022-01-01,Watford,Tottenham,A,0.2026310147159347,0.2195220407211486,0.5778469445629167,0.18881939014855356,0.22478498827208754,0.5863956215793588,0.548446247170207,False,,0.013811624567381137,,True,True
2022-01-01,Crystal Palace,West Ham,A,0.27075507617553396,0.24635597368711357,0.48288895013735234,0.3067869752844252,0.27971753628874063,0.41349548842683403,0.7279685686643984,True,A,0.0693934617105183,1.2999999999999998,True,True
2022-01-01,Arsenal,Man City,A,0.18853302630526828,0.2281287440444737,0.5833382296502582,0.16545718432510886,0.20029027576197386,0.6342525399129173,0.5389881070817569,False,,0.027838468282499834,,True,True
2022-01-02,Chelsea,Liverpool,D,0.3582057900529275,0.2604007404369364,0.3813934695101363,0.306420233463035,0.2714007782101167,0.42217898832684825,1.3455335251919482,True,H,0.051785556589892534,-1.0,True,True
2022-01-02,Leeds,Burnley,H,0.4608022492852366,0.2675487033532728,0.27164904736149065,0.4605263157894737,0.2697368421052631,0.2697368421052631,0.7747862883510047,False,,0.0019122052562275393,,True,True
2022-01-02,Brentford,Aston Villa,H,0.361600045874622,0.26544226277690214,0.3729576913484758,0.31654676258992803,0.2877697841726619,0.3956834532374101,1.0172165235984654,False,,0.04505328328469399,,True,True
2022-01-02,Everton,Brighton,A,0.3813258443407129,0.3105988597140496,0.3080752959452375,0.34376153183812375,0.2954200664233876,0.3608184017384886,1.17741105853117,False,,0.03756431250258918,,True,True
2022-01-03,Man United,Wolves,A,0.5365775760472908,0.2720943992520647,0.19132802470064442,0.6217557060086298,0.21969658895916944,0.15854770503220061,1.6537659171826082,True,D,0.05239781029289525,-1.0,True,True
2022-01-11,Southampton,Brentford,H,0.39449790251570455,0.2603825344720474,0.345119563012248,0.4603234298608499,0.27754795035727714,0.26212861978187285,0.9301414555273144,True,A,0.08299094323037515,-1.0,True,True
2022-01-12,West Ham,Norwich,H,0.8318502973350659,0.12400178442964273,0.0441479182352915,0.7349011223944414,0.17103153393907,0.0940673436664885,0.18410278543812986,True,H,0.0969491749406245,0.28,True,True
2022-01-14,Brighton,Crystal Palace,D,0.40850760649184537,0.30536222582283823,0.2861301676853164,0.46281601771544567,0.28750692009595863,0.24967706218859564,1.186256581395549,False,,0.03645310549672076,,True,True
2022-01-15,Norwich,Everton,H,0.11934602994100549,0.24020878466526133,0.640445185393733,0.25339366515837103,0.27149321266968324,0.4751131221719457,2.1257281907555385,True,A,0.16533206322178728,-1.0,True,True
2022-01-15,Wolves,Southampton,H,0.4245771345171144,0.30436680157454427,0.27105606390834136,0.42285270112708895,0.29731830547998445,0.27982899339292655,0.8566615829833103,False,,0.00704849609455982,,True,True
2022-01-15,Newcastle,Watford,D,0.4269814358963917,0.24409179640105516,0.32892676770255314,0.47368421052631576,0.2631578947368421,0.2631578947368421,1.41021090968154,True,A,0.06576887296571104,-1.0,True,True
2022-01-15,Man City,Chelsea,H,0.574183855649259,0.23136789516261433,0.19444824918812664,0.5738880918220947,0.23672883787661403,0.18938307030129126,0.554805627940427,False,,0.005065178886835386,,True,True
2022-01-15,Aston Villa,Man United,D,0.27379693425691753,0.24526639303926032,0.4809366727038221,0.33158331030671456,0.2718983144515059,0.3965183752417795,1.405410340612458,True,A,0.0844182974620426,-1.0,True,True
2022-01-16,Liverpool,Brentford,H,0.7450855771286176,0.1590256686468945,0.09588875422448812,0.7318695941450432,0.17298735861610112,0.09514304723885562,0.2942561985704565,False,,0.013215982983574404,,True,True
2022-01-16,West Ham,Leeds,A,0.555037572560242,0.21403200089708807,0.23093042654267004,0.5863956215793589,0.2247849882720876,0.1888193901485536,1.4656387976232579,False,,0.04211103639411645,,True,True
2022-01-18,Brighton,Chelsea,D,0.20329699409691487,0.27874306201595245,0.5179599438871327,0.19887458567794647,0.2519078085253989,0.5492176057966546,1.2774648461464306,False,,0.026835253490553546,,True,True
2022-01-19,Brentford,Man United,A,0.21631070256442636,0.23010579842183854,0.553583499013735,0.21203438395415472,0.2578796561604584,0.5300859598853869,0.5913426818177484,False,,0.023497539128348177,,True,True
2022-01-19,Leicester,Tottenham,A,0.4004813841993011,0.24081571151433467,0.358702904286364,0.3163064833005893,0.2711198428290766,0.41257367387033395,1.025260797776472,True,H,0.08417490089871182,-1.0,True,True
2022-01-21,Watford,Norwich,A,0.6398223974130645,0.2291778397975138,0.13099976278942166,0.4751131221719457,0.27149321266968324,0.25339366515837103,2.0325597665503987,True,H,0.16470927524111878,-1.0,True,True
2022-01-22,Southampton,Man City,D,0.08194260536793214,0.14417812104841768,0.7738792735836502,0.09489051094890512,0.14598540145985403,0.759124087591241,1.9367057920755177,False,,0.014755185992409214,,True,True
2022-01-22,Man United,West Ham,H,0.4923266453551664,0.2306570183531122,0.27701633629172134,0.5129935875801552,0.24974687816402294,0.2372595342558218,0.7086128694592724,False,,0.03975680203589954,,True,True
2022-01-22,Brentford,Wolves,A,0.31325844020489246,0.3170806470382387,0.36966091275686874,0.29641693811074915,0.33876221498371334,0.3648208469055374,0.9951691455512194,False,,0.016841502094143312,,True,True
2022-01-22,Everton,Aston Villa,A,0.3683028006595835,0.26477164123628477,0.3669255581041318,0.3453310351819934,0.2922031836155328,0.3624657812024739,1.0025962904554888,False,,0.02297176547759011,,True,True
2022-01-22,Leeds,Newcastle,A,0.5402726251027472,0.22402919748307473,0.23569817741417806,0.4751131221719457,0.27149321266968324,0.25339366515837103,1.4452032017208691,True,H,0.06515950293080153,-1.0,True,True
2022-01-23,Crystal Palace,Liverpool,A,0.1334159822977885,0.1892701696633862,0.6773138480388252,0.15747684164093514,0.22496691662990734,0.6175562417291575,0.38962052702488603,True,A,0.059757606309667755,0.53,True,True
2022-01-23,Leicester,Brighton,D,0.5180730053565767,0.25185552227959085,0.23007147236383238,0.3800403225806452,0.2923387096774194,0.3276209677419355,1.3788996801712652,True,H,0.13803268277593156,-1.0,True,True
2022-01-23,Chelsea,Tottenham,H,0.5121220163763703,0.25307129305872517,0.23480669056490455,0.5863956215793589,0.2247849882720876,0.1888193901485536,0.6691923690996192,False,,0.04598730041635096,,True,True
2022-01-23,Arsenal,Burnley,D,0.6036536013651211,0.24000481691523606,0.15634158171964266,0.6956875508543532,0.19918633034987795,0.10512611879576893,1.4270962853614049,True,A,0.05121546292387373,-1.0,True,True
2022-02-05,Burnley,Watford,D,0.4329002743160001,0.2754110664874098,0.29168865919659004,0.4337464251668255,0.29361296472831266,0.27264061010486174,1.2894905101709826,False,,0.019048049091728303,,True,True
2022-02-08,Burnley,Man United,D,0.2022043066820557,0.24605800213069481,0.5517376911872494,0.17267730258747824,0.23743129105778257,0.5898914063547392,1.4021879898226657,False,,0.029527004094577453,,True,True
2022-02-08,Newcastle,Everton,H,0.3427123687034416,0.26137572555757604,0.3959119057389824,0.37874327479443715,0.2913409806111055,0.3299157445944574,1.0708637588257004,True,A,0.065996161144525,-1.0,True,True
2022-02-08,West Ham,Watford,H,0.6620579331347833,0.1877066069950834,0.15023545987013334,0.6102722850464338,0.2252195337671363,0.16450818118642999,0.4124022145859134,True,H,0.05178564808834951,0.55,True,True
2022-02-09,Aston Villa,Leeds,D,0.44630023201088553,0.24227374083912293,0.31142602714999157,0.5256916996047432,0.24901185770750986,0.225296442687747,1.4176870316131966,True,A,0.08612958446224456,-1.0,True,True
2022-02-09,Tottenham,Southampton,A,0.6001174243905174,0.2166356758855684,0.18324689972391417,0.5913978494623655,0.23655913978494622,0.17204301075268816,1.6969208566454543,False,,0.011203888971226011,,True,True
2022-02-09,Norwich,Crystal Palace,D,0.17316890349670946,0.2578197419789992,0.5690113545242914,0.269917914051183,0.2906808305166586,0.43940125543215836,1.3554946127472958,True,A,0.12961009909213306,-1.0,True,True
2022-02-09,Man City,Brentford,H,0.853690486325859,0.10247119797163187,0.04383831570250912,0.8593903638151426,0.09950835791543756,0.041101278269419866,0.1581865790763974,False,,0.0029628400561943075,,True,True
2022-02-10,Wolves,Arsenal,A,0.28628275979184137,0.318388235318202,0.39532900488995687,0.27139552814186585,0.2968388589051658,0.4317656129529684,0.9280369369974808,False,,0.02154937641303617,,True,True
2022-02-10,Liverpool,Leicester,H,0.6622078565759377,0.17899053863019848,0.15880160479386396,0.759124087591241,0.14598540145985403,0.09489051094890512,0.4121757895842864,True,A,0.06391109384495884,-1.0,True,True
2022-02-12,Watford,Brighton,A,0.2645541683809505,0.29605566745668516,0.4393901641623645,0.2653981953707336,0.28148293448411144,0.453118870145155,0.822367503983205,False,,0.014572732972573721,,True,True
2022-02-12,Norwich,Man City,A,0.020772137855384044,0.07574677867390144,0.9034810834707147,0.06326697572947915,0.11862557949277339,0.8181074447777476,0.10150010611345683,True,A,0.0853736386929671,0.15999999999999992,True,True
2022-02-12,Man United,Southampton,D,0.630655586242203,0.1994516063914878,0.1698928073663094,0.5913978494623655,0.23655913978494622,0.17204301075268816,1.6121836465569244,False,,0.03925773677983746,,True,True
2022-02-12,Brentford,Crystal Palace,D,0.3807776961768587,0.26378948361113413,0.35543282021200734,0.3741701870850936,0.30778515389257693,0.3180446590223295,1.3326039045006264,False,,0.03738816118967786,,True,True
2022-02-12,Everton,Leeds,H,0.3732105285633457,0.2482838354172517,0.3785056360194026,0.417910447761194,0.26865671641791045,0.3134328358208955,0.98561259882236,True,A,0.06507280019850714,-1.0,True,True
2022-02-13,Tottenham,Wolves,A,0.46057719852743506,0.2962764674138683,0.24314633405869684,0.5613836121349589,0.26509781684150835,0.17351857102353274,1.414091819117491,True,A,0.0696277630351641,4.5,True,True
2022-02-13,Leicester,West Ham,D,0.4342551481322453,0.22757415453604626,0.3381706973317083,0.3236831523924407,0.268194611982308,0.40812223562525135,1.4802791396979986,True,H,0.11057199573980458,-1.0,True,True
2022-02-13,Burnley,Liverpool,A,0.12020439587879542,0.20573041268255154,0.6740651914386531,0.09330741460705361,0.17772840877534019,0.7289641766176063,0.39442844954446804,False,,0.02800200390721136,,True,True
2022-02-13,Newcastle,Aston Villa,H,0.30981375518831555,0.2528740292768038,0.43731221553488064,0.3510353227771011,0.28721071863581,0.36175395858708886,1.1717839517645143,True,A,0.07555825694779178,-1.0,True,True
2022-02-15,Man United,Brighton,H,0.5504847923150958,0.2570467980054936,0.1924684096794105,0.5492176057966546,0.2519078085253989,0.19887458567794647,0.5969559484233368,False,,0.0051389894800947244,,True,True
2022-02-19,Arsenal,Brentford,H,0.6257984343621502,0.21679172023474927,0.15740984540310052,0.6566604127579737,0.225140712945591,0.11819887429643527,0.4687269495687172,False,,0.03921097110666524,,True,True
2022-02-19,Southampton,Everton,H,0.43552301054565207,0.25364107899679644,0.3108359104575515,0.4545454545454546,0.27272727272727276,0.27272727272727276,0.8312076470115807,False,,0.03810863773027873,,True,True
2022-02-19,Liverpool,Norwich,H,0.9086975707375491,0.07053241669686319,0.02077001256558773,0.8546655656482247,0.10445912469033856,0.040875309661436834,0.09574294562264056,True,H,0.054032005089324375,0.10000000000000009,True,True
2022-02-19,Man City,Tottenham,A,0.6977942223208577,0.183388684027372,0.11881709365177012,0.7455268389662029,0.15904572564612326,0.09542743538767397,2.130169996446523,False,,0.024342958381248725,,True,True
2022-02-19,Crystal Palace,Chelsea,A,0.1682971996925857,0.22719176388885887,0.6045110364185553,0.17298937784522,0.25037936267071315,0.5766312594840667,0.503335351991293,False,,0.02787977693448862,,True,True
2022-02-19,Aston Villa,Watford,A,0.5801660639432746,0.22890100844035977,0.19093292761636574,0.5729707286692962,0.26261158397342743,0.1644176873572763,1.6558330769203542,False,,0.02651524025908944,,True,True
2022-02-19,West Ham,Newcastle,D,0.6137686600808527,0.20607227338749562,0.18015906653165178,0.5608856088560886,0.23837638376383766,0.2007380073800738,1.5795283300362375,True,H,0.05288305122476411,-1.0,True,True
2022-02-19,Brighton,Burnley,A,0.4286724882265177,0.3268351818710806,0.24449232990240183,0.5711177590426978,0.2708729942888224,0.1580092466684797,1.4085713411015999,True,A,0.08648308323392212,5.0,True,True
2022-02-20,Leeds,Man United,A,0.24221900352660194,0.21730621022122493,0.5404747862521732,0.2418716669533804,0.24823671082057458,0.509891622226045,0.615307291923119,False,,0.03058316402612815,,True,True
2022-02-20,Wolves,Leicester,H,0.34661740168721455,0.28146013749329574,0.3719224608194899,0.4212076583210604,0.2871870397643594,0.2916053019145803,1.059533696131135,True,A,0.08031715890490959,-1.0,True,True
2022-02-23,Watford,Crystal Palace,A,0.3163307622919184,0.27349147208432845,0.41017776562375297,0.30420841683366734,0.28577154308617236,0.41002004008016035,0.89116463855805,False,,0.012122345458251083,,True,True
2022-02-23,Liverpool,Leeds,H,0.7641976374221421,0.14091553216366434,0.09488683041419359,0.8181074447777474,0.11862557949277337,0.06326697572947913,0.26892883554420005,False,,0.031619854684714455,,True,True
2022-02-23,Burnley,Tottenham,H,0.23056713413125296,0.27073402840563643,0.49869883746311067,0.20665009322560599,0.25015537600994403,0.5431945307644499,1.46721320458623,False,,0.023917040905646975,,True,True
2022-02-24,Arsenal,Wolves,H,0.4626322973397044,0.30497549459596807,0.23239220806432734,0.5766312594840667,0.25037936267071315,0.17298937784522,0.770822714631609,True,A,0.05940283021910733,-1.0,True,True
2022-02-25,Southampton,Norwich,H,0.6910152376413727,0.1965270171616936,0.11245774519693363,0.6217557060086298,0.21969658895916944,0.15854770503220061,0.36959340387818906,True,H,0.0692595316327429,0.53,True,True
2022-02-26,Brentford,Newcastle,A,0.4070840721682921,0.2646284174945008,0.328287510337207,0.38247011952191234,0.298804780876494,0.31872509960159356,1.1138654986426495,False,,0.024613952646379778,,True,True
2022-02-26,Leeds,Tottenham,A,0.2898546363496069,0.2295916337564332,0.48055372989395984,0.2253807106598985,0.2629441624365483,0.5116751269035533,0.7328162360241854,True,H,0.06447392568970839,-1.0,True,True
2022-02-26,Crystal Palace,Burnley,D,0.4030585986934946,0.3009662879540255,0.29597511335248,0.49930651872399445,0.2635228848821082,0.23717059639389737,1.2007570206584859,True,A,0.05880451695858263,-1.0,True,True
2022-02-26,Everton,Man City,A,0.09090555605044473,0.15992729676022835,0.749167147189327,0.09477208344063869,0.16482101467937163,0.7404069018799897,0.2887931598951194,False,,0.008760245309337278,,True,True
2022-02-26,Man United,Watford,D,0.7280240750851414,0.16882475874150643,0.10315116617335221,0.7282229965156793,0.17212543554006968,0.09965156794425085,1.7788940325670834,False,,0.0034995982291013555,,True,True
2022-02-26,Brighton,Aston Villa,A,0.3852518045833486,0.29724955288126964,0.3174986425353816,0.4356846473029045,0.2904564315352697,0.2738589211618257,1.1472817361376435,False,,0.04363972137355593,,True,True
2022-02-27,West Ham,Wolves,H,0.4401257195834869,0.289306060136998,0.27056822027951505,0.46281601771544567,0.28750692009595863,0.24967706218859564,0.8206948665557164,False,,0.020891158090919404,,True,True
2022-03-01,Burnley,Leicester,A,0.25049466293648887,0.2537716456097754,0.49573369145373575,0.32666132906325057,0.2786228983186549,0.39471577261809443,0.7017164088379431,True,A,0.10101791883564132,1.4,True,True
2022-03-05,Burnley,Chelsea,A,0.15320704906002197,0.2517950230995364,0.5949979278404416,0.14631673800405498,0.2196440639783735,0.6340391980175715,0.5191973560636782,False,,0.03215095912116289,,True,True
2022-03-05,Aston Villa,Southampton,H,0.43330178104384665,0.25014101886490797,0.31655720009124527,0.41257367387033406,0.27111984282907664,0.3163064833005894,0.8363208398273505,False,,0.02072810717351259,,True,True
2022-03-05,Leicester,Leeds,H,0.5659577649569207,0.19928808877104998,0.23475414627202917,0.5393258426966292,0.23595505617977527,0.2247191011235955,0.5692358237806355,False,,0.02663192226029154,,True,True
2022-03-05,Wolves,Crystal Palace,A,0.44069480056291477,0.30436647111493537,0.25493872832215,0.41349548842683403,0.3067869752844252,0.27971753628874063,1.3667320437854449,False,,0.027199312136080733,,True,True
2022-03-05,Norwich,Brentford,A,0.20610900751997263,0.2819233250039595,0.5119676674760677,0.323051271363068,0.30220925385577324,0.3747394747811589,0.6694938053974457,True,A,0.13722819269490882,1.5,True,True
2022-03-05,Liverpool,West Ham,H,0.6531995092809253,0.19084288994126047,0.15595760077781423,0.7367320790343247,0.1640029671589453,0.09926495380673005,0.4258726691400509,True,A,0.056692646971084185,-1.0,True,True
2022-03-05,Newcastle,Brighton,H,0.3457857410164283,0.29399209980826596,0.3602221591753059,0.34376153183812375,0.2954200664233876,0.3608184017384886,1.061935941353429,False,,0.002024209178304537,,True,True
