bets,wins,win_rate,stake,profit,roi,avg_odds,avg_ev,max_drawdown,test_season,model,strategy,ev_threshold
291,81,0.27835051546391754,291.0,8.630000000000003,0.02965635738831616,4.863986254295533,0.2893356312696398,-48.39000000000001,2020/21,Team + Market,all_qualifying,0.05
207,52,0.25120772946859904,207.0,8.700000000000003,0.04202898550724639,5.587584541062802,0.37760288578982937,-31.75,2020/21,Team + Market,all_qualifying,0.1
161,36,0.2236024844720497,161.0,6.100000000000003,0.037888198757763995,6.1720496894409935,0.4495678734092181,-26.85,2020/21,Team + Market,all_qualifying,0.15
357,116,0.32492997198879553,357.0,10.2,0.02857142857142857,4.28218487394958,0.2756208313314417,-28.32,2020/21,Team + Market + Elo/Rest,argmax,0.0
337,107,0.31750741839762614,337.0,12.979999999999993,0.038516320474777425,4.370682492581602,0.2913176197884993,-27.440000000000005,2020/21,Team + Market + Elo/Rest,argmax,0.02
295,88,0.2983050847457627,295.0,5.430000000000007,0.018406779661016972,4.573796610169492,0.32758253221891603,-24.790000000000003,2020/21,Team + Market + Elo/Rest,argmax,0.05
234,64,0.27350427350427353,234.0,-0.6400000000000059,-0.00273504273504276,4.933504273504274,0.39387575756892657,-20.27,2020/21,Team + Market + Elo/Rest,argmax,0.1
179,42,0.2346368715083799,179.0,-3.219999999999999,-0.017988826815642452,5.531340782122904,0.4775069300572883,-25.83,2020/21,Team + Market + Elo/Rest,argmax,0.15
447,142,0.31767337807606266,447.0,-1.0300000000000038,-0.002304250559284125,4.101051454138703,0.23229129224314415,-26.939999999999998,2020/21,Team + Market + Elo/Rest,all_qualifying,0.0
395,122,0.30886075949367087,395.0,8.530000000000001,0.021594936708860764,4.264278481012658,0.26156449117359926,-24.54,2020/21,Team + Market + Elo/Rest,all_qualifying,0.02
335,99,0.2955223880597015,335.0,8.33,0.024865671641791046,4.485134328358209,0.30208293873445485,-19.45,2020/21,Team + Market + Elo/Rest,all_qualifying,0.05
251,69,0.2749003984063745,251.0,0.960000000000008,0.0038247011952191553,4.868685258964144,0.3782393050199558,-22.259999999999998,2020/21,Team + Market + Elo/Rest,all_qualifying,0.1
186,45,0.24193548387096775,186.0,2.0799999999999947,0.011182795698924703,5.484731182795699,0.4677530855498109,-21.53,2020/21,Team + Market + Elo/Rest,all_qualifying,0.15
344,90,0.2616279069767442,344.0,32.11,0.09334302325581395,5.072412790697674,0.41613634326223636,-26.450000000000003,2020/21,Team + Market + Elo/Rest + sigmoid,argmax,0.0
326,86,0.26380368098159507,326.0,39.32,0.12061349693251534,5.177361963190184,0.4384540884797001,-26.450000000000003,2020/21,Team + Market + Elo/Rest + sigmoid,argmax,0.02
287,70,0.24390243902439024,287.0,35.64999999999999,0.12421602787456443,5.4785365853658545,0.4937223935175695,-25.93,2020/21,Team + Market + Elo/Rest + sigmoid,argmax,0.05
