group,bets,wins,win_rate,win_rate_lower_95,win_rate_upper_95,profit,roi,avg_odds,avg_ev
5–9.9%,72,29,0.4027777777777778,0.2972093520095331,0.5181953862871275,-2.3799999999999986,-0.03305555555555553,3.117916666666667,0.07600850519418206
10–14.9%,64,22,0.34375,0.2392297503546903,0.46596588182379606,7.959999999999999,0.12437499999999999,3.37515625,0.1246566501668766
15–19.9%,57,23,0.40350877192982454,0.28617323526539984,0.5330294155524615,19.270000000000003,0.3380701754385965,3.931052631578947,0.17056720185822574
20–29.9%,62,19,0.3064516129032258,0.20581430019850633,0.4296745093079456,15.46,0.24935483870967742,4.287419354838709,0.24095137363603378
30%+,31,7,0.22580645161290322,0.11394991594498799,0.3981276005869738,2.7000000000000006,0.0870967741935484,5.879032258064516,0.38564055674432096
,1,0,0.0,0.0,0.7934567085261071,-1.0,-1.0,23.0,1.4088616221596135
